,Freq(cm-1),atom_0_cart,atom_0_norms,atom_0_vector,atom_1_cart,atom_1_norms,atom_1_vector,total_norms
1,-9.796106105453873e-06,[0. 0. 0.],0.7071067811865481,[-0.69971956  0.10173269 -0.00655725],[1.35075 1.35075 1.35075],0.7071067811865477,[-0.69971956  0.10173269 -0.00655725],1.4142135623730958
2,-5.1169980698397205e-06,[0. 0. 0.],0.7071067811865476,[ 0.00731409  0.00473293 -0.70705311],[1.35075 1.35075 1.35075],0.7071067811865476,[ 0.00731409  0.00473293 -0.70705311],1.4142135623730951
3,5.970919724978741e-06,[0. 0. 0.],0.7071067811865481,[-0.10168108 -0.69973428 -0.00573578],[1.35075 1.35075 1.35075],0.7071067811865478,[-0.10168108 -0.69973428 -0.00573578],1.4142135623730958
4,520.6406868851194,[0. 0. 0.],0.7071067811865471,[-0.04214035 -0.70580784  0.00771262],[1.35075 1.35075 1.35075],0.7071067811865478,[ 0.04214035  0.70580784 -0.00771262],1.414213562373095
5,520.6406868851194,[0. 0. 0.],0.7071067811865478,[ 0.70034414 -0.040846    0.08859844],[1.35075 1.35075 1.35075],0.7071067811865476,[-0.70034414  0.040846   -0.08859844],1.4142135623730954
6,520.6406868851197,[0. 0. 0.],0.7071067811865476,[-0.08799017  0.01291892  0.70149186],[1.35075 1.35075 1.35075],0.7071067811865478,[ 0.08799017 -0.01291892 -0.70149186],1.4142135623730954
